Academic Year,County Name,District Name,School Name,School Type,Educational_Type,Low Grade,High Grade,2021_Enrollment,2021_Free_Meal_Count,2021_Free_Meal_Percent,2021_FRPM_Count,2021_FRPM_Percent
2020-2021,Los Angeles,Los Angeles Unified,Equitas Academy 6,Elementary Schools (Public),Traditional,K,4,161,141,0.8759999999999999,151,0.938
2020-2021,Los Angeles,Los Angeles Unified,Equitas Academy Charter,Elementary Schools (Public),Traditional,K,5,466,389,0.835,418,0.897
2020-2021,Los Angeles,Los Angeles Unified,Ernest Lawrence Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1336,750,0.561,815,0.61
2020-2021,Los Angeles,Los Angeles Unified,Ernest P. Willenberg Special Education Center,Special Education Schools (Public),Special Education School,6,12,196,112,0.5710000000000001,118,0.602
2020-2021,Los Angeles,Los Angeles Unified,Erwin Elementary,Elementary Schools (Public),Traditional,K,5,632,539,0.853,572,0.905
2020-2021,Los Angeles,Los Angeles Unified,Eshelman Avenue Elementary,Elementary Schools (Public),Traditional,K,5,458,393,0.858,412,0.9
2020-2021,Los Angeles,Los Angeles Unified,Esperanza Elementary,Elementary Schools (Public),Traditional,K,5,714,705,0.987,711,0.996
2020-2021,Los Angeles,Los Angeles Unified,Esteban Torres East LA Performing Arts Magnet,High Schools (Public),Traditional,9,12,409,363,0.888,382,0.934
2020-2021,Los Angeles,Los Angeles Unified,Estrella Elementary,Elementary Schools (Public),Traditional,K,5,526,500,0.951,515,0.9790000000000001
2020-2021,Los Angeles,Los Angeles Unified,Euclid Avenue Elementary,Elementary Schools (Public),Traditional,K,5,785,673,0.857,704,0.897
2020-2021,Los Angeles,Los Angeles Unified,Everest Value,Elementary Schools (Public),Traditional,K,8,236,212,0.898,225,0.953
2020-2021,Los Angeles,Los Angeles Unified,Evergreen Avenue Elementary,Elementary Schools (Public),Traditional,K,6,588,548,0.932,562,0.956
2020-2021,Los Angeles,Los Angeles Unified,Evergreen Continuation,Continuation High Schools,Continuation School,9,12,50,46,0.92,47,0.94
2020-2021,Los Angeles,Los Angeles Unified,Extera Public,Elementary Schools (Public),Traditional,K,8,467,435,0.9309999999999999,439,0.94
2020-2021,Los Angeles,Los Angeles Unified,Extera Public School No. 2,Elementary Schools (Public),Traditional,K,5,381,340,0.892,350,0.919
2020-2021,Los Angeles,Los Angeles Unified,Fair Avenue Elementary,Elementary Schools (Public),Traditional,K,5,678,614,0.9059999999999999,650,0.9590000000000001
2020-2021,Los Angeles,Los Angeles Unified,Fairburn Avenue Elementary,Elementary Schools (Public),Traditional,K,5,436,58,0.133,61,0.14
2020-2021,Los Angeles,Los Angeles Unified,Fairfax Senior High,High Schools (Public),Traditional,9,12,1846,1305,0.7070000000000001,1442,0.7809999999999999
2020-2021,Los Angeles,Los Angeles Unified,Farmdale Elementary,Elementary Schools (Public),Traditional,K,5,369,311,0.843,324,0.878
2020-2021,Los Angeles,Los Angeles Unified,Felicitas and Gonzalo Mendez High,High Schools (Public),Traditional,9,12,958,866,0.904,906,0.946
2020-2021,Los Angeles,Los Angeles Unified,Fenton Avenue Charter,Elementary Schools (Public),Traditional,3,5,612,422,0.69,493,0.8059999999999999
2020-2021,Los Angeles,Los Angeles Unified,Fenton Charter Leadership Academy,Elementary Schools (Public),Traditional,K,6,355,195,0.5489999999999999,252,0.71
2020-2021,Los Angeles,Los Angeles Unified,Fenton Primary Center,Elementary Schools (Public),Traditional,K,2,627,403,0.643,457,0.7290000000000001
2020-2021,Los Angeles,Los Angeles Unified,Fenton STEM Academy: Elementary Center for Science Technology Engineering and Mathematics,Elementary Schools (Public),Traditional,K,6,343,208,0.606,256,0.746
2020-2021,Los Angeles,Los Angeles Unified,Fernangeles Elementary,Elementary Schools (Public),Traditional,K,5,503,443,0.8809999999999999,468,0.93
2020-2021,Los Angeles,Los Angeles Unified,Fifteenth Street Elementary,Elementary Schools (Public),Traditional,K,5,450,390,0.867,409,0.909
2020-2021,Los Angeles,Los Angeles Unified,Fifty-Fourth Street Elementary,Elementary Schools (Public),Traditional,K,6,298,266,0.893,270,0.9059999999999999
2020-2021,Los Angeles,Los Angeles Unified,Fifty-Ninth Street Elementary,Elementary Schools (Public),Traditional,K,5,241,220,0.9129999999999999,231,0.9590000000000001
2020-2021,Los Angeles,Los Angeles Unified,Fifty-Second Street Elementary,Elementary Schools (Public),Traditional,K,5,696,681,0.978,691,0.993
2020-2021,Los Angeles,Los Angeles Unified,Figueroa Street Elementary,Elementary Schools (Public),Traditional,K,5,419,403,0.9620000000000001,412,0.983
2020-2021,Los Angeles,Los Angeles Unified,First Street Elementary,Elementary Schools (Public),Traditional,K,6,460,433,0.941,444,0.965
2020-2021,Los Angeles,Los Angeles Unified,Fishburn Avenue Elementary,Elementary Schools (Public),Traditional,K,5,439,391,0.8909999999999999,417,0.95
2020-2021,Los Angeles,Los Angeles Unified,Fletcher Drive Elementary,Elementary Schools (Public),Traditional,K,5,199,187,0.94,193,0.97
2020-2021,Los Angeles,Los Angeles Unified,Florence Avenue Elementary,Elementary Schools (Public),Traditional,K,6,629,584,0.9279999999999999,597,0.9490000000000001
2020-2021,Los Angeles,Los Angeles Unified,Florence Griffith Joyner Elementary,Elementary Schools (Public),Traditional,K,5,457,446,0.976,449,0.982
2020-2021,Los Angeles,Los Angeles Unified,Florence Nightingale Middle,Intermediate/Middle Schools (Public),Traditional,6,8,862,749,0.8690000000000001,789,0.915
2020-2021,Los Angeles,Los Angeles Unified,Ford Boulevard Elementary,Elementary Schools (Public),Traditional,K,5,906,802,0.885,838,0.925
2020-2021,Los Angeles,Los Angeles Unified,Forty-Ninth Street Elementary,Elementary Schools (Public),Traditional,K,5,644,626,0.972,631,0.98
2020-2021,Los Angeles,Los Angeles Unified,Forty-Second Street Elementary,Elementary Schools (Public),Traditional,K,5,200,176,0.88,178,0.89
2020-2021,Los Angeles,Los Angeles Unified,Foshay Learning Center,K-12 Schools (Public),Traditional,K,12,1854,1636,0.882,1707,0.9209999999999999
2020-2021,Los Angeles,Los Angeles Unified,Fourth Street Elementary,Elementary Schools (Public),Traditional,2,5,358,311,0.8690000000000001,329,0.919
2020-2021,Los Angeles,Los Angeles Unified,Fourth Street Primary Center,Elementary Schools (Public),Traditional,K,1,202,176,0.871,193,0.955
2020-2021,Los Angeles,Los Angeles Unified,Francisco Bravo Medical Magnet High,Alternative Schools of Choice,Alternative School of Choice,9,12,1752,1393,0.795,1527,0.872
2020-2021,Los Angeles,Los Angeles Unified,Francisco Sepulveda Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1155,1070,0.9259999999999999,1103,0.955
2020-2021,Los Angeles,Los Angeles Unified,Frank del Olmo Elementary,Elementary Schools (Public),Traditional,K,5,612,576,0.941,596,0.9740000000000001
2020-2021,Los Angeles,Los Angeles Unified,Franklin Avenue Elementary,Elementary Schools (Public),Traditional,K,5,450,122,0.271,130,0.289
2020-2021,Los Angeles,Los Angeles Unified,Frida Kahlo High,Continuation High Schools,Continuation School,9,12,142,135,0.951,137,0.965
2020-2021,Los Angeles,Los Angeles Unified,Fries Avenue Elementary,Elementary Schools (Public),Traditional,K,5,389,353,0.907,374,0.961
2020-2021,Los Angeles,Los Angeles Unified,Fullbright Avenue Elementary,Elementary Schools (Public),Traditional,K,5,428,359,0.8390000000000001,384,0.897
2020-2021,Los Angeles,Los Angeles Unified,Gabriella Charter,Elementary Schools (Public),Traditional,K,8,468,317,0.677,370,0.7909999999999999
2020-2021,Los Angeles,Los Angeles Unified,Gabriella Charter 2,Elementary Schools (Public),Traditional,K,5,291,248,0.852,269,0.924
2020-2021,Los Angeles,Los Angeles Unified,Garden Grove Elementary,Elementary Schools (Public),Traditional,K,5,333,273,0.82,300,0.9009999999999999
2020-2021,Los Angeles,Los Angeles Unified,Gardena Elementary,Elementary Schools (Public),Traditional,K,5,513,458,0.893,472,0.92
2020-2021,Los Angeles,Los Angeles Unified,Gardena Senior High,High Schools (Public),Traditional,9,12,1490,1268,0.851,1377,0.924
2020-2021,Los Angeles,Los Angeles Unified,Gardner Street Elementary,Elementary Schools (Public),Traditional,K,5,303,145,0.479,155,0.512
2020-2021,Los Angeles,Los Angeles Unified,Garvanza Elementary,Elementary Schools (Public),Traditional,K,5,289,233,0.8059999999999999,251,0.8690000000000001
2020-2021,Los Angeles,Los Angeles Unified,Garza (Carmen Lomas) Primary Center,Elementary Schools (Public),Traditional,K,2,96,89,0.927,92,0.958
2020-2021,Los Angeles,Los Angeles Unified,Gaspar De Portola Charter Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1678,747,0.445,855,0.51
2020-2021,Los Angeles,Los Angeles Unified,Gates Street Elementary,Elementary Schools (Public),Traditional,K,5,569,513,0.902,536,0.9420000000000001
2020-2021,Los Angeles,Los Angeles Unified,Gault Street Elementary,Elementary Schools (Public),Traditional,K,5,297,252,0.848,270,0.909
2020-2021,Los Angeles,Los Angeles Unified,George De La Torre Jr. Elementary,Elementary Schools (Public),Traditional,K,7,621,573,0.9229999999999999,602,0.9690000000000001
2020-2021,Los Angeles,Los Angeles Unified,George Ellery Hale Charter Academy,Intermediate/Middle Schools (Public),Traditional,6,8,2018,666,0.33,769,0.381
2020-2021,Los Angeles,Los Angeles Unified,George K. Porter Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1221,715,0.586,833,0.682
2020-2021,Los Angeles,Los Angeles Unified,George S. Patton Continuation,Continuation High Schools,Continuation School,9,12,45,40,0.889,42,0.9329999999999999
2020-2021,Los Angeles,Los Angeles Unified,George Washington Carver Middle,Intermediate/Middle Schools (Public),Traditional,6,8,710,686,0.966,694,0.977
2020-2021,Los Angeles,Los Angeles Unified,George Washington Preparatory High,High Schools (Public),Traditional,9,12,710,686,0.966,690,0.972
2020-2021,Los Angeles,Los Angeles Unified,"Gerald A. Lawson Academy of the Arts, Mathematics and Science",Elementary Schools (Public),Traditional,K,6,538,510,0.948,520,0.9670000000000001
2020-2021,Los Angeles,Los Angeles Unified,Germain Academy For Academic Achievement,Elementary Schools (Public),Traditional,K,5,540,304,0.563,344,0.637
2020-2021,Los Angeles,Los Angeles Unified,Gil Garcetti Learning Academy,Elementary Schools (Public),Traditional,K,6,645,622,0.9640000000000001,632,0.98
2020-2021,Los Angeles,Los Angeles Unified,"Girls Academic Leadership Academy, Dr. Michelle King School for Sci, Tech, Eng and Math",K-12 Schools (Public),Traditional,6,12,635,249,0.392,289,0.455
2020-2021,Los Angeles,Los Angeles Unified,Girls Athletic Leadership School Los Angeles,Intermediate/Middle Schools (Public),Traditional,6,8,228,170,0.746,192,0.8420000000000001
2020-2021,Los Angeles,Los Angeles Unified,"Glassell Park ES Science, Technology, Engineering, Arts and Math Magnet",Elementary Schools (Public),Traditional,K,5,290,250,0.862,267,0.9209999999999999
2020-2021,Los Angeles,Los Angeles Unified,Gledhill Street Elementary,Elementary Schools (Public),Traditional,K,5,348,244,0.701,279,0.802
2020-2021,Los Angeles,Los Angeles Unified,Glen Alta Elementary,Elementary Schools (Public),Traditional,K,8,137,123,0.898,133,0.971
2020-2021,Los Angeles,Los Angeles Unified,Glenfeliz Boulevard Elementary,Elementary Schools (Public),Traditional,K,6,223,122,0.547,148,0.664
2020-2021,Los Angeles,Los Angeles Unified,Glenn Hammond Curtiss Middle,Intermediate/Middle Schools (Public),Traditional,6,8,448,400,0.893,418,0.9329999999999999
2020-2021,Los Angeles,Los Angeles Unified,Glenwood Elementary,Elementary Schools (Public),Traditional,K,5,225,195,0.867,206,0.9159999999999999
2020-2021,Los Angeles,Los Angeles Unified,Global Education Academy,Elementary Schools (Public),Traditional,K,6,277,239,0.863,254,0.917
2020-2021,Los Angeles,Los Angeles Unified,Global Education Academy 2,Elementary Schools (Public),Traditional,K,5,110,91,0.8270000000000001,94,0.855
2020-2021,Los Angeles,Los Angeles Unified,Goethe International Charter,Elementary Schools (Public),Traditional,K,7,419,103,0.24600000000000002,108,0.258
2020-2021,Los Angeles,Los Angeles Unified,Graham Elementary,Elementary Schools (Public),Traditional,K,6,668,617,0.924,641,0.96
2020-2021,Los Angeles,Los Angeles Unified,Granada Elementary,Elementary Schools (Public),Traditional,K,5,383,231,0.603,263,0.687
2020-2021,Los Angeles,Los Angeles Unified,Granada Hills Charter,K-12 Schools (Public),Traditional,K,12,5462,2084,0.382,2638,0.483
2020-2021,Los Angeles,Los Angeles Unified,Grand View Boulevard Elementary,Elementary Schools (Public),Traditional,K,5,606,348,0.574,376,0.62
2020-2021,Los Angeles,Los Angeles Unified,Grant Elementary,Elementary Schools (Public),Traditional,K,6,441,405,0.9179999999999999,425,0.9640000000000001
2020-2021,Los Angeles,Los Angeles Unified,Grape Street Elementary,Elementary Schools (Public),Traditional,K,5,432,422,0.977,425,0.9840000000000001
2020-2021,Los Angeles,Los Angeles Unified,Gratts Learning Academy for Young Scholars (GLAYS),Elementary Schools (Public),Traditional,K,5,362,355,0.981,356,0.983
2020-2021,Los Angeles,Los Angeles Unified,Gridley Street Elementary,Elementary Schools (Public),Traditional,K,5,497,405,0.815,441,0.887
2020-2021,Los Angeles,Los Angeles Unified,Griffin Avenue Elementary,Elementary Schools (Public),Traditional,K,5,376,327,0.87,354,0.941
2020-2021,Los Angeles,Los Angeles Unified,Griffith Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1318,1183,0.898,1239,0.94
2020-2021,Los Angeles,Los Angeles Unified,Grover Cleveland Charter High,High Schools (Public),Traditional,9,12,2935,1706,0.581,1871,0.637
2020-2021,Los Angeles,Los Angeles Unified,Gulf Avenue Elementary,Elementary Schools (Public),Traditional,K,5,731,636,0.87,682,0.9329999999999999
2020-2021,Los Angeles,Los Angeles Unified,Haddon Avenue Elementary,Elementary Schools (Public),Traditional,K,5,719,611,0.85,654,0.91
2020-2021,Los Angeles,Los Angeles Unified,Halldale Elementary,Elementary Schools (Public),Traditional,K,5,479,394,0.823,419,0.875
2020-2021,Los Angeles,Los Angeles Unified,Hamlin Charter Academy,Elementary Schools (Public),Traditional,K,5,302,134,0.444,158,0.523
2020-2021,Los Angeles,Los Angeles Unified,Hancock Park Elementary,Elementary Schools (Public),Traditional,K,5,590,166,0.281,191,0.324
2020-2021,Los Angeles,Los Angeles Unified,Harbor City Elementary,Elementary Schools (Public),Traditional,K,5,468,425,0.9079999999999999,439,0.938
2020-2021,Los Angeles,Los Angeles Unified,Harding Street Elementary,Elementary Schools (Public),Traditional,K,5,407,239,0.5870000000000001,268,0.6579999999999999
2020-2021,Los Angeles,Los Angeles Unified,Harmony Elementary,Elementary Schools (Public),Traditional,K,5,568,549,0.9670000000000001,558,0.982
2020-2021,Los Angeles,Los Angeles Unified,Harold McAlister High (Opportunity),Opportunity Schools,Opportunity School,6,12,103,93,0.903,93,0.903
2020-2021,Los Angeles,Los Angeles Unified,Harris Newmark Continuation,Continuation High Schools,Continuation School,9,12,99,96,0.97,98,0.99
2020-2021,Los Angeles,Los Angeles Unified,Harrison Street Elementary,Elementary Schools (Public),Traditional,K,6,321,302,0.941,308,0.96
2020-2021,Los Angeles,Los Angeles Unified,Harry Bridges Span,Elementary Schools (Public),Traditional,K,8,1213,1037,0.855,1098,0.905
2020-2021,Los Angeles,Los Angeles Unified,Hart Street Elementary,Elementary Schools (Public),Traditional,K,5,693,660,0.9520000000000001,673,0.971
2020-2021,Los Angeles,Los Angeles Unified,Harvard Elementary,Elementary Schools (Public),Traditional,K,5,313,282,0.9009999999999999,294,0.9390000000000001
2020-2021,Los Angeles,Los Angeles Unified,Haskell Elementary Science Technology Engineering Arts And Mathematics (STEAM) Magnet,Elementary Schools (Public),Traditional,K,5,566,336,0.594,407,0.7190000000000001
2020-2021,Los Angeles,Los Angeles Unified,Hawaiian Avenue Elementary,Elementary Schools (Public),Traditional,K,5,553,526,0.951,541,0.978
2020-2021,Los Angeles,Los Angeles Unified,Haynes Charter For Enriched Studies,Elementary Schools (Public),Traditional,K,5,402,120,0.299,128,0.318
2020-2021,Los Angeles,Los Angeles Unified,Hazeltine Avenue Elementary,Elementary Schools (Public),Traditional,K,5,718,636,0.8859999999999999,676,0.9420000000000001
2020-2021,Los Angeles,Los Angeles Unified,Helen Bernstein High,High Schools (Public),Traditional,9,12,690,637,0.9229999999999999,667,0.9670000000000001
2020-2021,Los Angeles,Los Angeles Unified,Heliotrope Avenue Elementary,Elementary Schools (Public),Traditional,K,5,558,497,0.8909999999999999,517,0.927
2020-2021,Los Angeles,Los Angeles Unified,Henry David Thoreau Continuation,Continuation High Schools,Continuation School,9,12,69,54,0.7829999999999999,62,0.899
2020-2021,Los Angeles,Los Angeles Unified,Henry T. Gage Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1350,1271,0.941,1315,0.9740000000000001
2020-2021,Los Angeles,Los Angeles Unified,Herrick Avenue Elementary,Elementary Schools (Public),Traditional,K,5,432,362,0.838,382,0.884
2020-2021,Los Angeles,Los Angeles Unified,Hesby Oaks Leadership Charter,Elementary Schools (Public),Traditional,K,8,532,90,0.16899999999999998,94,0.177
2020-2021,Los Angeles,Los Angeles Unified,High Tech LA,High Schools (Public),Traditional,9,12,369,122,0.331,136,0.369
2020-2021,Los Angeles,Los Angeles Unified,High Tech LA Middle,Intermediate/Middle Schools (Public),Traditional,6,8,213,87,0.408,94,0.441
2020-2021,Los Angeles,Los Angeles Unified,Highland Park Continuation,Continuation High Schools,Continuation School,9,12,58,49,0.845,49,0.845
2020-2021,Los Angeles,Los Angeles Unified,"Hilda L. Solis Learning Academy School of Technology, Business and Education",High Schools (Public),Traditional,9,12,248,236,0.9520000000000001,244,0.9840000000000001
2020-2021,Los Angeles,Los Angeles Unified,Hillcrest Drive Elementary,Elementary Schools (Public),Traditional,K,5,503,489,0.972,495,0.9840000000000001
2020-2021,Los Angeles,Los Angeles Unified,Hillery T. Broadous Elementary,Elementary Schools (Public),Traditional,K,5,417,396,0.95,408,0.978
2020-2021,Los Angeles,Los Angeles Unified,Hillside Elementary,Elementary Schools (Public),Traditional,K,5,105,97,0.924,98,0.9329999999999999
2020-2021,Los Angeles,Los Angeles Unified,Hobart Boulevard Elementary,Elementary Schools (Public),Traditional,K,5,524,487,0.929,500,0.9540000000000001
2020-2021,Los Angeles,Los Angeles Unified,Hollenbeck Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1031,964,0.935,998,0.968
2020-2021,Los Angeles,Los Angeles Unified,Hollywood Elementary,Elementary Schools (Public),Traditional,K,5,190,173,0.9109999999999999,178,0.937
2020-2021,Los Angeles,Los Angeles Unified,Hollywood Senior High,High Schools (Public),Traditional,9,12,1341,1199,0.894,1232,0.919
2020-2021,Los Angeles,Los Angeles Unified,Holmes Avenue Elementary,Elementary Schools (Public),Traditional,K,6,168,165,0.982,167,0.9940000000000001
2020-2021,Los Angeles,Los Angeles Unified,Hooper Avenue Elementary,Elementary Schools (Public),Traditional,1,5,835,801,0.9590000000000001,815,0.976
2020-2021,Los Angeles,Los Angeles Unified,Hooper Avenue Primary Center,Elementary Schools (Public),Traditional,K,K,174,162,0.9309999999999999,167,0.96
2020-2021,Los Angeles,Los Angeles Unified,Hoover Street Elementary,Elementary Schools (Public),Traditional,K,5,649,632,0.9740000000000001,642,0.9890000000000001
2020-2021,Los Angeles,Los Angeles Unified,Hope Street Elementary,Elementary Schools (Public),Traditional,K,5,498,427,0.857,462,0.9279999999999999
2020-2021,Los Angeles,Los Angeles Unified,Horace Mann UCLA Community,K-12 Schools (Public),Traditional,6,12,565,518,0.917,533,0.943
2020-2021,Los Angeles,Los Angeles Unified,Hubbard Street Elementary,Elementary Schools (Public),Traditional,K,5,596,465,0.78,515,0.8640000000000001
2020-2021,Los Angeles,Los Angeles Unified,Hubert Howe Bancroft Middle,Intermediate/Middle Schools (Public),Traditional,6,8,549,476,0.867,504,0.9179999999999999
2020-2021,Los Angeles,Los Angeles Unified,Humanitas Academy of Art and Technology at Esteban E. Torres High No. 4,High Schools (Public),Traditional,9,12,415,382,0.92,397,0.9570000000000001
2020-2021,Los Angeles,Los Angeles Unified,Humanities and Arts (HARTS) Academy of Los Angeles,High Schools (Public),Traditional,9,12,385,281,0.73,317,0.823
2020-2021,Los Angeles,Los Angeles Unified,Humphreys Avenue Elementary,Elementary Schools (Public),Traditional,K,5,495,456,0.9209999999999999,478,0.966
2020-2021,Los Angeles,Los Angeles Unified,Huntington Drive Elementary,Elementary Schools (Public),Traditional,K,6,291,262,0.9,273,0.938
2020-2021,Los Angeles,Los Angeles Unified,Huntington Park Elementary,Elementary Schools (Public),Traditional,K,5,373,330,0.885,357,0.9570000000000001
2020-2021,Los Angeles,Los Angeles Unified,Huntington Park Senior High,High Schools (Public),Traditional,9,12,1483,1368,0.922,1437,0.9690000000000001
2020-2021,Los Angeles,Los Angeles Unified,ICEF Innovation Los Angeles Charter,Elementary Schools (Public),Traditional,K,5,252,227,0.9009999999999999,237,0.94
2020-2021,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory Elementary,Elementary Schools (Public),Traditional,K,5,454,387,0.852,412,0.907
2020-2021,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory High,High Schools (Public),Traditional,9,12,442,360,0.8140000000000001,397,0.898
2020-2021,Los Angeles,Los Angeles Unified,ICEF View Park Preparatory Middle,Intermediate/Middle Schools (Public),Traditional,6,8,296,248,0.838,269,0.909
2020-2021,Los Angeles,Los Angeles Unified,ICEF Vista Elementary Academy,Elementary Schools (Public),Traditional,K,5,308,260,0.8440000000000001,281,0.912
2020-2021,Los Angeles,Los Angeles Unified,ICEF Vista Middle Academy,Intermediate/Middle Schools (Public),Traditional,6,8,217,191,0.88,207,0.9540000000000001
2020-2021,Los Angeles,Los Angeles Unified,Independence Continuation,Continuation High Schools,Continuation School,9,12,122,87,0.713,90,0.738
2020-2021,Los Angeles,Los Angeles Unified,Independence Elementary,Elementary Schools (Public),Traditional,K,5,561,502,0.895,538,0.9590000000000001
2020-2021,Los Angeles,Los Angeles Unified,Ingenium Charter,Elementary Schools (Public),Traditional,K,5,395,317,0.8029999999999999,341,0.863
2020-2021,Los Angeles,Los Angeles Unified,Ingenium Charter Middle,Intermediate/Middle Schools (Public),Traditional,6,8,232,175,0.754,187,0.8059999999999999
2020-2021,Los Angeles,Los Angeles Unified,International Studies Learning Center at Legacy High School Complex,K-12 Schools (Public),Traditional,6,12,910,718,0.789,802,0.8809999999999999
2020-2021,Los Angeles,Los Angeles Unified,Invictus Leadership Academy,Elementary Schools (Public),Traditional,K,5,27,21,0.778,25,0.9259999999999999
2020-2021,Los Angeles,Los Angeles Unified,ISANA Cardinal Academy,Elementary Schools (Public),Traditional,K,5,330,274,0.83,306,0.927
2020-2021,Los Angeles,Los Angeles Unified,ISANA Nascent Academy,Elementary Schools (Public),Traditional,K,8,576,482,0.8370000000000001,521,0.905
2020-2021,Los Angeles,Los Angeles Unified,ISANA Octavia Academy,Elementary Schools (Public),Traditional,K,8,460,332,0.722,390,0.848
2020-2021,Los Angeles,Los Angeles Unified,ISANA Palmati Academy,Elementary Schools (Public),Traditional,K,8,368,295,0.802,330,0.897
2020-2021,Los Angeles,Los Angeles Unified,Ivanhoe Elementary,Elementary Schools (Public),Traditional,K,5,439,56,0.128,61,0.139
2020-2021,Los Angeles,Los Angeles Unified,Ivy Academia,K-12 Schools (Public),Traditional,K,12,603,373,0.619,416,0.69
2020-2021,Los Angeles,Los Angeles Unified,"Ivy Bound Academy Math, Science, and Technology Charter Middle 2",Intermediate/Middle Schools (Public),Traditional,5,8,131,65,0.496,65,0.496
2020-2021,Los Angeles,Los Angeles Unified,"Ivy Bound Academy of Math, Science, and Technology Charter Middle",Intermediate/Middle Schools (Public),Traditional,5,8,167,84,0.503,91,0.545
2020-2021,Los Angeles,Los Angeles Unified,Jack London Community Day,District Community Day Schools,Community Day School,9,12,57,57,1.0,57,1.0
2020-2021,Los Angeles,Los Angeles Unified,Jack London Continuation,Continuation High Schools,Continuation School,9,12,100,94,0.94,98,0.98
2020-2021,Los Angeles,Los Angeles Unified,Jaime Escalante Elementary,Elementary Schools (Public),Traditional,K,6,538,488,0.907,511,0.95
2020-2021,Los Angeles,Los Angeles Unified,James A. Garfield Senior High,High Schools (Public),Traditional,9,12,2503,2284,0.9129999999999999,2391,0.955
2020-2021,Los Angeles,Los Angeles Unified,James J. McBride Special Education Center,Special Education Schools (Public),Special Education School,6,12,135,76,0.563,77,0.57
2020-2021,Los Angeles,Los Angeles Unified,James Jordan Middle,Intermediate/Middle Schools (Public),Traditional,6,8,418,341,0.816,388,0.9279999999999999
2020-2021,Los Angeles,Los Angeles Unified,James Madison Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1590,1418,0.892,1478,0.93
2020-2021,Los Angeles,Los Angeles Unified,James Monroe High,High Schools (Public),Traditional,9,12,1942,1739,0.895,1793,0.9229999999999999
2020-2021,Los Angeles,Los Angeles Unified,Jane Addams Continuation,Continuation High Schools,Continuation School,9,12,137,110,0.8029999999999999,117,0.8540000000000001
2020-2021,Los Angeles,Los Angeles Unified,Joaquin Miller Career and Transition Center,Special Education Schools (Public),Special Education School,12,12,212,111,0.524,119,0.561
2020-2021,Los Angeles,Los Angeles Unified,John A. Sutter Middle,Intermediate/Middle Schools (Public),Traditional,6,8,842,752,0.893,790,0.938
2020-2021,Los Angeles,Los Angeles Unified,John Adams Middle,Intermediate/Middle Schools (Public),Traditional,6,8,829,763,0.92,784,0.946
2020-2021,Los Angeles,Los Angeles Unified,John B. Monlux Elementary,Elementary Schools (Public),Traditional,K,5,669,463,0.6920000000000001,520,0.777
2020-2021,Los Angeles,Los Angeles Unified,John Burroughs Middle,Intermediate/Middle Schools (Public),Traditional,6,8,1581,1256,0.794,1352,0.855
2020-2021,Los Angeles,Los Angeles Unified,John C. Fremont Senior High,High Schools (Public),Traditional,9,12,2014,1933,0.96,1969,0.978
2020-2021,Los Angeles,Los Angeles Unified,John F. Kennedy High,High Schools (Public),Traditional,9,12,2361,1414,0.599,1633,0.6920000000000001
2020-2021,Los Angeles,Los Angeles Unified,John H. Francis Polytechnic,High Schools (Public),Traditional,9,12,2533,2199,0.868,2379,0.9390000000000001
2020-2021,Los Angeles,Los Angeles Unified,John H. Liechty Middle,Intermediate/Middle Schools (Public),Traditional,6,8,963,956,0.993,961,0.998
2020-2021,Los Angeles,Los Angeles Unified,John Hope Continuation,Continuation High Schools,Continuation School,9,12,57,57,1.0,57,1.0
2020-2021,Los Angeles,Los Angeles Unified,John Marshall Senior High,High Schools (Public),Traditional,9,12,2224,1451,0.652,1594,0.7170000000000001
2020-2021,Los Angeles,Los Angeles Unified,John Muir Middle,Intermediate/Middle Schools (Public),Traditional,6,8,687,653,0.951,667,0.971
2020-2021,Los Angeles,Los Angeles Unified,John R. Wooden High,Continuation High Schools,Continuation School,9,12,92,86,0.935,88,0.9570000000000001
2020-2021,Los Angeles,Los Angeles Unified,John W. Mack Elementary,Elementary Schools (Public),Traditional,K,5,336,317,0.943,325,0.9670000000000001
2020-2021,Los Angeles,Los Angeles Unified,"Johnnie Cochran, Jr., Middle",Intermediate/Middle Schools (Public),Traditional,6,8,522,506,0.9690000000000001,517,0.99
2020-2021,Los Angeles,Los Angeles Unified,Joseph Le Conte Middle,Intermediate/Middle Schools (Public),Traditional,6,8,678,632,0.932,655,0.966
2020-2021,Los Angeles,Los Angeles Unified,Joseph Pomeroy Widney Career Preparatory and Transition Center,Special Education Schools (Public),Special Education School,11,12,280,248,0.8859999999999999,259,0.925
2020-2021,Los Angeles,Los Angeles Unified,Judith F. Baca Arts Academy,Elementary Schools (Public),Traditional,K,6,624,587,0.941,612,0.981
2020-2021,Los Angeles,Los Angeles Unified,Julie Korenstein Elementary,Elementary Schools (Public),Traditional,K,5,337,308,0.914,320,0.95
